,city_name,Year,Pop.,±%
3608,Carlsbad,2000,78247,24.0%
3609,Carlsbad,2010,105328,34.6%
3610,El Monte,1920,1283,—
3611,El Monte,1930,3479,171.2%
3612,El Monte,1940,4746,36.4%
3613,El Monte,1950,8101,70.7%
3614,El Monte,1960,13163,62.5%
3615,El Monte,1970,69892,431.0%
3616,El Monte,1980,79494,13.7%
3617,El Monte,1990,106209,33.6%
3618,El Monte,2000,115965,9.2%
3619,El Monte,2010,113475,−2.1%
3620,Murrieta,1990,1628,—
3621,Murrieta,2000,44282,"2,620.0%"
3622,Murrieta,2010,103466,133.7%
3623,Temecula,1980,1783,—
3624,Temecula,1990,27099,"1,419.9%"
3625,Temecula,2000,57716,113.0%
3626,Temecula,2010,100097,73.4%
3627,Springfield,1840,2579,—
3628,Springfield,1850,4533,75.8%
3629,Springfield,1860,9320,105.6%
3630,Springfield,1870,17364,86.3%
3631,Springfield,1880,19743,13.7%
3632,Springfield,1890,24963,26.4%
3633,Springfield,1900,34159,36.8%
3634,Springfield,1910,51678,51.3%
3635,Springfield,1920,59183,14.5%
3636,Springfield,1930,71864,21.4%
3637,Springfield,1940,75503,5.1%
3638,Springfield,1950,81628,8.1%
3639,Springfield,1960,83271,2.0%
3640,Springfield,1970,91753,10.2%
3641,Springfield,1980,99637,8.6%
3642,Springfield,1990,105227,5.6%
3643,Springfield,2000,111454,5.9%
3644,Springfield,2010,116250,4.3%
3645,Palm Bay,1960,2808,—
3646,Palm Bay,1970,7176,155.6%
3647,Palm Bay,1980,18560,158.6%
3648,Palm Bay,1990,62632,237.5%
3649,Palm Bay,2000,79413,26.8%
3650,Palm Bay,2010,103190,29.9%
3651,Costa Mesa,1960,37550,—
3652,Costa Mesa,1970,72660,93.5%
3653,Costa Mesa,1980,82562,13.6%
3654,Costa Mesa,1990,96357,16.7%
3655,Costa Mesa,2000,108724,12.8%
3656,Costa Mesa,2010,109960,1.1%
3657,Westminster,1920,235,—
3658,Westminster,1930,436,85.5%
3659,Westminster,1940,534,22.5%
3660,Westminster,1950,1686,215.7%
3661,Westminster,1960,13850,721.5%
3662,Westminster,1970,19512,40.9%
3663,Westminster,1980,50211,157.3%
3664,Westminster,1990,74625,48.6%
3665,Westminster,2000,100940,35.3%
3666,Westminster,2010,106114,5.1%
3667,North Charleston,1980,62479,—
3668,North Charleston,1990,70218,12.4%
3669,North Charleston,2000,79641,13.4%
3670,North Charleston,2010,97471,22.4%
3671,Miami Gardens,1990,116713,—
3672,Miami Gardens,2000,124656,6.8%
3673,Miami Gardens,2010,107167,−14.0%
3674,Manchester,1790,362,—
3675,Manchester,1800,557,53.9%
3676,Manchester,1810,615,10.4%
3677,Manchester,1820,761,23.7%
3678,Manchester,1830,877,15.2%
3679,Manchester,1840,3235,268.9%
3680,Manchester,1850,13932,330.7%
3681,Manchester,1860,20107,44.3%
3682,Manchester,1870,23536,17.1%
3683,Manchester,1880,32630,38.6%
3684,Manchester,1890,44126,35.2%
3685,Manchester,1900,56987,29.1%
3686,Manchester,1910,70063,22.9%
3687,Manchester,1920,78384,11.9%
3688,Manchester,1930,76834,−2.0%
3689,Manchester,1940,77685,1.1%
3690,Manchester,1950,82732,6.5%
3691,Manchester,1960,88282,6.7%
3692,Manchester,1970,87754,−0.6%
3693,Manchester,1980,90936,3.6%
3694,Manchester,1990,99332,9.2%
3695,Manchester,2000,107006,7.7%
3696,Manchester,2010,109565,2.4%
3697,High Point,1860,525,—
3698,High Point,1870,1627,209.9%
3699,High Point,1880,1991,22.4%
3700,High Point,1890,2500,25.6%
3701,High Point,1900,4163,66.5%
3702,High Point,1910,9525,128.8%
3703,High Point,1920,14302,50.2%
3704,High Point,1930,36745,156.9%
3705,High Point,1940,38495,4.8%
3706,High Point,1950,39973,3.8%
3707,High Point,1960,62063,55.3%
3708,High Point,1970,63229,1.9%
3709,High Point,1980,63380,0.2%
3710,High Point,1990,69428,9.5%
3711,High Point,2000,85839,23.6%
3712,High Point,2010,104371,21.6%
3713,Downey,1960,82505,—
3714,Downey,1970,88573,7.4%
3715,Downey,1980,82602,−6.7%
3716,Downey,1990,91444,10.7%
3717,Downey,2000,107323,17.4%
3718,Downey,2010,111772,4.1%
3719,Clovis,1920,1157,—
3720,Clovis,1930,1316,13.7%
3721,Clovis,1940,1626,23.6%
3722,Clovis,1950,2766,70.1%
3723,Clovis,1960,5546,100.5%
3724,Clovis,1970,13856,149.8%
3725,Clovis,1980,33021,138.3%
3726,Clovis,1990,50323,52.4%
3727,Clovis,2000,68468,36.1%
3728,Clovis,2010,95631,39.7%
3729,Pompano Beach,1910,269,—
3730,Pompano Beach,1920,636,136.4%
3731,Pompano Beach,1930,2614,311.0%
3732,Pompano Beach,1940,4427,69.4%
3733,Pompano Beach,1950,5682,28.3%
3734,Pompano Beach,1960,15992,181.5%
3735,Pompano Beach,1970,38587,141.3%
3736,Pompano Beach,1980,52618,36.4%
3737,Pompano Beach,1990,72411,37.6%
3738,Pompano Beach,2000,78191,8.0%
3739,Pompano Beach,2010,99845,27.7%
3740,Pueblo,1870,666,—
3741,Pueblo,1880,3217,383.0%
3742,Pueblo,1890,24558,663.4%
3743,Pueblo,1900,28157,14.7%
3744,Pueblo,1910,41747,48.3%
3745,Pueblo,1920,43050,3.1%
3746,Pueblo,1930,50096,16.4%
3747,Pueblo,1940,52162,4.1%
3748,Pueblo,1950,63685,22.1%
3749,Pueblo,1960,91181,43.2%
3750,Pueblo,1970,97774,7.2%
3751,Pueblo,1980,101686,4.0%
3752,Pueblo,1990,98640,−3.0%
3753,Pueblo,2000,102121,3.5%
3754,Pueblo,2010,106595,4.4%
3755,Elgin,1860,2797,—
3756,Elgin,1870,5441,94.5%
3757,Elgin,1880,8787,61.5%
3758,Elgin,1890,17823,102.8%
3759,Elgin,1900,22433,25.9%
3760,Elgin,1910,25976,15.8%
3761,Elgin,1920,27454,5.7%
3762,Elgin,1930,35929,30.9%
3763,Elgin,1940,38333,6.7%
3764,Elgin,1950,44223,15.4%
3765,Elgin,1960,49447,11.8%
3766,Elgin,1970,55691,12.6%
3767,Elgin,1980,63798,14.6%
3768,Elgin,1990,77010,20.7%
3769,Elgin,2000,94487,22.7%
3770,Elgin,2010,108188,14.5%
3771,Lowell,1830,6474,—
3772,Lowell,1840,20796,+221.2%
3773,Lowell,1850,33383,+60.5%
3774,Lowell,1860,36827,+10.3%
3775,Lowell,1870,40928,+11.1%
3776,Lowell,1880,59475,+45.3%
3777,Lowell,1890,77696,+30.6%
3778,Lowell,1900,94969,+22.2%
3779,Lowell,1910,106294,+11.9%
3780,Lowell,1920,112759,+6.1%
3781,Lowell,1930,100234,−11.1%
3782,Lowell,1940,101389,+1.2%
3783,Lowell,1950,97249,−4.1%
3784,Lowell,1960,92107,−5.3%
3785,Lowell,1970,94239,+2.3%
3786,Lowell,1980,92418,−1.9%
3787,Lowell,1990,103439,+11.9%
3788,Lowell,2000,105167,+1.7%
3789,Lowell,2010,106519,+1.3%
3790,Antioch,1870,700,—
3791,Antioch,1880,626,−10.6%
3792,Antioch,1890,635,1.4%
3793,Antioch,1900,674,6.1%
3794,Antioch,1910,1124,66.8%
3795,Antioch,1920,1936,72.2%
3796,Antioch,1930,3563,84.0%
3797,Antioch,1940,5106,43.3%
3798,Antioch,1950,11051,116.4%
3799,Antioch,1960,17035,54.1%
3800,Antioch,1970,28060,64.7%
3801,Antioch,1980,43559,55.2%
3802,Antioch,1990,62195,42.8%
3803,Antioch,2000,90532,45.6%
3804,Antioch,2010,102372,13.1%
3805,West Palm Beach,1890,244,—
3806,West Palm Beach,1900,564,131.1%
3807,West Palm Beach,1910,1743,209.0%
3808,West Palm Beach,1920,8659,396.8%
3809,West Palm Beach,1930,26610,207.3%
3810,West Palm Beach,1940,33693,26.6%
3811,West Palm Beach,1950,43162,28.1%
3812,West Palm Beach,1960,56208,30.2%
3813,West Palm Beach,1970,57375,2.1%
3814,West Palm Beach,1980,63305,10.3%
3815,West Palm Beach,1990,67643,6.9%
3816,West Palm Beach,2000,82103,21.4%
3817,West Palm Beach,2010,99919,21.7%
3818,Peoria,1840,1467,—
3819,Peoria,1850,5095,247.3%
3820,Peoria,1860,14045,175.7%
3821,Peoria,1870,22849,62.7%
3822,Peoria,1880,29259,28.1%
3823,Peoria,1890,41024,40.2%
3824,Peoria,1900,56100,36.7%
3825,Peoria,1910,66950,19.3%
3826,Peoria,1920,76121,13.7%
3827,Peoria,1930,104969,37.9%
3828,Peoria,1940,105087,0.1%
3829,Peoria,1950,111856,6.4%
3830,Peoria,1960,103162,−7.8%
3831,Peoria,1970,126963,23.1%
3832,Peoria,1980,124160,−2.2%
3833,Peoria,1990,113504,−8.6%
3834,Peoria,2000,112936,−0.5%
3835,Peoria,2010,115007,1.8%
3836,Everett,1900,7838,—
3837,Everett,1910,24814,216.6%
3838,Everett,1920,27644,11.4%
3839,Everett,1930,30567,10.6%
3840,Everett,1940,30224,−1.1%
3841,Everett,1950,33849,12.0%
3842,Everett,1960,40304,19.1%
3843,Everett,1970,53622,33.0%
3844,Everett,1980,54413,1.5%
3845,Everett,1990,69961,28.6%
3846,Everett,2000,91488,30.8%
3847,Everett,2010,103019,12.6%
3848,Ventura,1880,1370,—
3849,Ventura,1890,2320,69.3%
3850,Ventura,1900,2470,6.5%
3851,Ventura,1910,2901,17.4%
3852,Ventura,1920,4156,43.3%
3853,Ventura,1930,11603,179.2%
3854,Ventura,1940,13264,14.3%
3855,Ventura,1950,16534,24.7%
3856,Ventura,1960,29114,76.1%
3857,Ventura,1970,57964,99.1%
3858,Ventura,1980,73774,27.3%
3859,Ventura,1990,92575,25.5%
3860,Ventura,2000,100916,9.0%
3861,Ventura,2010,106433,5.5%
3862,Centennial,2010,100377,—
3863,Lakeland,1890,552,—
3864,Lakeland,1900,1180,113.8%
3865,Lakeland,1910,3719,215.2%
3866,Lakeland,1920,7062,89.9%
3867,Lakeland,1930,18554,162.7%
3868,Lakeland,1940,22068,18.9%
3869,Lakeland,1950,30851,39.8%
3870,Lakeland,1960,41350,34.0%
3871,Lakeland,1970,42803,3.5%
3872,Lakeland,1980,47406,10.8%
3873,Lakeland,1990,70576,48.9%
3874,Lakeland,2000,78452,11.2%
3875,Lakeland,2010,97422,24.2%
3876,Gresham,1910,510,—
3877,Gresham,1920,1103,116.3%
3878,Gresham,1930,1635,48.2%
3879,Gresham,1940,1951,19.3%
3880,Gresham,1950,3049,56.3%
3881,Gresham,1960,3944,29.4%
3882,Gresham,1970,10030,154.3%
3883,Gresham,1980,33005,229.1%
3884,Gresham,1990,68235,106.7%
3885,Gresham,2000,90205,32.2%
3886,Gresham,2010,105594,17.1%
3887,Richmond,1910,6802,—
3888,Richmond,1920,16843,147.6%
3889,Richmond,1930,20093,19.3%
3890,Richmond,1940,23642,17.7%
3891,Richmond,1950,99545,321.1%
3892,Richmond,1960,71854,−27.8%
3893,Richmond,1970,79043,10.0%
3894,Richmond,1980,74676,−5.5%
3895,Richmond,1990,87425,17.1%
3896,Richmond,2000,99216,13.5%
3897,Richmond,2010,103701,4.5%
3898,Billings,1870,145,—
3899,Billings,1880,587,304.8%
3900,Billings,1890,836,42.4%
3901,Billings,1900,3211,284.1%
3902,Billings,1910,10031,212.4%
3903,Billings,1920,15100,50.5%
3904,Billings,1930,16386,8.5%
3905,Billings,1940,23216,41.7%
3906,Billings,1950,31834,37.1%
3907,Billings,1960,52851,66.0%
3908,Billings,1970,61581,16.5%
3909,Billings,1980,66798,8.5%
3910,Billings,1990,81151,21.5%
3911,Billings,2000,89847,10.7%
3912,Billings,2010,104170,15.9%
3913,Inglewood,1910,1536,—
3914,Inglewood,1920,3286,113.9%
3915,Inglewood,1930,19480,492.8%
3916,Inglewood,1940,30114,54.6%
3917,Inglewood,1950,46185,53.4%
3918,Inglewood,1960,63390,37.3%
3919,Inglewood,1970,89985,42.0%
3920,Inglewood,1980,94162,4.6%
3921,Inglewood,1990,109602,16.4%
3922,Inglewood,2000,112580,2.7%
3923,Inglewood,2010,109673,−2.6%
3924,Broken Arrow,1900,1383,—
3925,Broken Arrow,1910,1576,14.0%
3926,Broken Arrow,1920,2086,32.4%
3927,Broken Arrow,1930,1964,−5.8%
3928,Broken Arrow,1940,2074,5.6%
3929,Broken Arrow,1950,3262,57.3%
3930,Broken Arrow,1960,5982,83.4%
3931,Broken Arrow,1970,11787,97.0%
3932,Broken Arrow,1980,35761,203.4%
3933,Broken Arrow,1990,58043,62.3%
3934,Broken Arrow,2000,74859,29.0%
3935,Broken Arrow,2010,98850,32.0%
3936,Sandy Springs,1980,46877,—
3937,Sandy Springs,1990,67842,44.7%
3938,Sandy Springs,2000,85781,26.4%
3939,Sandy Springs,2010,93853,9.4%
3940,Jurupa Valley,2010,94234,—
3941,Hillsboro,1880,402,—
3942,Hillsboro,1890,1246,210.0%
3943,Hillsboro,1900,980,−21.3%
3944,Hillsboro,1910,2016,105.7%
3945,Hillsboro,1920,2468,22.4%
3946,Hillsboro,1930,3039,23.1%
3947,Hillsboro,1940,3747,23.3%
3948,Hillsboro,1950,5142,37.2%
3949,Hillsboro,1960,8232,60.1%
3950,Hillsboro,1970,15365,86.6%
3951,Hillsboro,1980,27664,80.0%
3952,Hillsboro,1990,37598,35.9%
3953,Hillsboro,2000,70187,86.7%
3954,Hillsboro,2010,91611,30.5%
3955,Waterbury,1860,10004,—
3956,Waterbury,1870,10826,8.2%
3957,Waterbury,1880,17806,64.5%
3958,Waterbury,1890,28646,60.9%
3959,Waterbury,1900,45859,60.1%
3960,Waterbury,1910,73141,59.5%
3961,Waterbury,1920,91715,25.4%
3962,Waterbury,1930,99902,8.9%
3963,Waterbury,1940,99314,−0.6%
3964,Waterbury,1950,104477,5.2%
3965,Waterbury,1960,107130,2.5%
3966,Waterbury,1970,108033,0.8%
3967,Waterbury,1980,103266,−4.4%
3968,Waterbury,1990,108961,5.5%
3969,Waterbury,2000,107271,−1.6%
3970,Waterbury,2010,110366,2.9%
3971,Santa Maria,1910,2260,—
3972,Santa Maria,1920,3943,74.5%
3973,Santa Maria,1930,7057,79.0%
3974,Santa Maria,1940,8522,20.8%
3975,Santa Maria,1950,10440,22.5%
3976,Santa Maria,1960,20027,91.8%
3977,Santa Maria,1970,32749,63.5%
3978,Santa Maria,1980,39685,21.2%
3979,Santa Maria,1990,61284,54.4%
3980,Santa Maria,2000,77423,26.3%
3981,Santa Maria,2010,99553,28.6%
3982,Boulder,1870,343,—
3983,Boulder,1880,3069,794.8%
3984,Boulder,1890,3330,8.5%
3985,Boulder,1900,6150,84.7%
3986,Boulder,1910,9539,55.1%
3987,Boulder,1920,11006,15.4%
3988,Boulder,1930,11223,2.0%
3989,Boulder,1940,12958,15.5%
3990,Boulder,1950,19999,54.3%
3991,Boulder,1960,37718,88.6%
3992,Boulder,1970,66870,77.3%
3993,Boulder,1980,76685,14.7%
3994,Boulder,1990,83312,8.6%
3995,Boulder,2000,94673,13.6%
3996,Boulder,2010,97385,2.9%
3997,Greeley,1870,480,—
3998,Greeley,1880,1297,170.2%
3999,Greeley,1890,2395,84.7%
4000,Greeley,1900,3023,26.2%
4001,Greeley,1910,8179,170.6%
4002,Greeley,1920,10958,34.0%
4003,Greeley,1930,12203,11.4%
4004,Greeley,1940,15995,31.1%
4005,Greeley,1950,20354,27.3%
4006,Greeley,1960,26314,29.3%
4007,Greeley,1970,38902,47.8%
4008,Greeley,1980,53006,36.3%
4009,Greeley,1990,60536,14.2%
4010,Greeley,2000,76930,27.1%
4011,Greeley,2010,92889,20.7%
4012,Daly City,1920,3779,—
4013,Daly City,1930,7838,107.4%
4014,Daly City,1940,9625,22.8%
4015,Daly City,1950,15191,57.8%
4016,Daly City,1960,44791,194.9%
4017,Daly City,1970,66922,49.4%
4018,Daly City,1980,78519,17.3%
4019,Daly City,1990,92311,17.6%
4020,Daly City,2000,103621,12.3%
4021,Daly City,2010,101123,−2.4%
4022,Meridian,1910,619,—
4023,Meridian,1920,1000,61.6%
4024,Meridian,1930,1004,0.4%
4025,Meridian,1940,1465,45.9%
4026,Meridian,1950,1810,23.5%
4027,Meridian,1960,2081,15.0%
4028,Meridian,1970,2616,25.7%
4029,Meridian,1980,6658,154.5%
4030,Meridian,1990,9596,44.1%
4031,Meridian,2000,34919,263.9%
4032,Meridian,2010,75092,115.0%
4033,Lewisville,1880,466,—
4034,Lewisville,1890,498,6.9%
4035,Lewisville,1930,853,—
4036,Lewisville,1940,873,2.3%
4037,Lewisville,1950,1516,73.7%
4038,Lewisville,1960,3956,160.9%
4039,Lewisville,1970,9264,134.2%
4040,Lewisville,1980,24273,162.0%
4041,Lewisville,1990,46521,91.7%
4042,Lewisville,2000,77737,67.1%
4043,Lewisville,2010,95290,22.6%
4044,Davie,1970,5859,—
4045,Davie,1980,20500,249.9%
4046,Davie,1990,47217,130.3%
4047,Davie,2000,75720,60.4%
4048,Davie,2010,91992,21.5%
4049,West Covina,1930,769,—
4050,West Covina,1940,1072,39.4%
4051,West Covina,1950,4499,319.7%
4052,West Covina,1960,50645,"1,025.7%"
4053,West Covina,1970,68034,34.3%
4054,West Covina,1980,80292,18.0%
4055,West Covina,1990,96086,19.7%
4056,West Covina,2000,105080,9.4%
4057,West Covina,2010,106098,1.0%
4058,League City,1970,10818,—
4059,League City,1980,16578,53.2%
4060,League City,1990,30159,81.9%
4061,League City,2000,45444,50.7%
4062,League City,2010,83560,83.9%
4063,Tyler,1880,2423,—
4064,Tyler,1890,6908,185.1%
4065,Tyler,1900,8069,16.8%
4066,Tyler,1910,10400,28.9%
4067,Tyler,1920,12085,16.2%
4068,Tyler,1930,17113,41.6%
4069,Tyler,1940,28279,65.2%
4070,Tyler,1950,38968,37.8%
4071,Tyler,1960,51230,31.5%
4072,Tyler,1970,57770,12.8%
4073,Tyler,1980,70508,22.0%
4074,Tyler,1990,75450,7.0%
4075,Tyler,2000,83650,10.9%
4076,Tyler,2010,96900,15.8%
4077,Norwalk,1960,88739,—
4078,Norwalk,1970,90164,1.6%
4079,Norwalk,1980,84901,−5.8%
4080,Norwalk,1990,94279,11.0%
4081,Norwalk,2000,103298,9.6%
4082,Norwalk,2010,105549,2.2%
4083,San Mateo,1880,932,—
4084,San Mateo,1900,1832,—
4085,San Mateo,1910,4384,139.3%
4086,San Mateo,1920,5979,36.4%
4087,San Mateo,1930,13444,124.9%
4088,San Mateo,1940,19403,44.3%
4089,San Mateo,1950,41782,115.3%
4090,San Mateo,1960,69870,67.2%
4091,San Mateo,1970,78991,13.1%
4092,San Mateo,1980,77640,−1.7%
4093,San Mateo,1990,85486,10.1%
4094,San Mateo,2000,92482,8.2%
4095,San Mateo,2010,97207,5.1%
4096,Green Bay,1860,2276,—
4097,Green Bay,1870,4698,106.4%
4098,Green Bay,1880,7476,59.1%
4099,Green Bay,1890,9069,21.3%
4100,Green Bay,1900,23748,161.9%
4101,Green Bay,1910,25216,6.2%
4102,Green Bay,1920,31643,25.5%
4103,Green Bay,1930,37407,18.2%
4104,Green Bay,1940,46205,23.5%
4105,Green Bay,1950,52735,14.1%
4106,Green Bay,1960,62952,19.4%
4107,Green Bay,1970,87829,39.5%
4108,Green Bay,1980,87947,0.1%
4109,Green Bay,1990,96466,9.7%
4110,Green Bay,2000,102313,6.1%
4111,Green Bay,2010,104057,1.7%
4112,Wichita Falls,1890,1978,—
4113,Wichita Falls,1900,2480,25.4%
4114,Wichita Falls,1910,8200,230.6%
4115,Wichita Falls,1920,40079,388.8%
4116,Wichita Falls,1930,43690,9.0%
4117,Wichita Falls,1940,45112,3.3%
4118,Wichita Falls,1950,68042,50.8%
4119,Wichita Falls,1960,101724,49.5%
4120,Wichita Falls,1970,96265,−5.4%
4121,Wichita Falls,1980,94201,−2.1%
4122,Wichita Falls,1990,96259,2.2%
4123,Wichita Falls,2000,104197,8.2%
4124,Wichita Falls,2010,104553,0.3%
4125,Sparks,1910,2500,—
4126,Sparks,1920,3238,29.5%
4127,Sparks,1930,4508,39.2%
4128,Sparks,1940,5318,18.0%
4129,Sparks,1950,8203,54.2%
4130,Sparks,1960,16618,102.6%
4131,Sparks,1970,24187,45.5%
4132,Sparks,1980,40780,68.6%
4133,Sparks,1990,53667,31.6%
4134,Sparks,2000,66346,23.6%
4135,Sparks,2010,90264,36.1%
4136,Lakewood,1880,1044,—
4137,Lakewood,1900,3094,—
4138,Lakewood,1910,5149,66.4%
4139,Lakewood,1920,6110,18.7%
4140,Lakewood,1930,7869,28.8%
4141,Lakewood,1940,8502,8.0%
4142,Lakewood,1950,10809,27.1%
4143,Lakewood,1960,16020,48.2%
4144,Lakewood,1970,25233,57.5%
4145,Lakewood,1980,38464,52.4%
4146,Lakewood,1990,45048,17.1%
4147,Lakewood,2000,60352,34.0%
4148,Lakewood,2010,92843,53.8%
4149,Burbank,1920,2913,—
4150,Burbank,1930,16662,472.0%
4151,Burbank,1940,34337,106.1%
4152,Burbank,1950,78577,128.8%
4153,Burbank,1960,90155,14.7%
4154,Burbank,1970,88871,−1.4%
4155,Burbank,1980,84625,−4.8%
4156,Burbank,1990,93643,10.7%
4157,Burbank,2000,100316,7.1%
4158,Burbank,2010,103340,3.0%
4159,Rialto,1920,961,—
4160,Rialto,1930,1642,70.9%
4161,Rialto,1940,1770,7.8%
4162,Rialto,1950,3156,78.3%
4163,Rialto,1960,18567,488.3%
4164,Rialto,1970,28370,52.8%
4165,Rialto,1980,37862,33.5%
4166,Rialto,1990,72388,91.2%
4167,Rialto,2000,91873,26.9%
4168,Rialto,2010,99171,7.9%
4169,Allen,1880,96,—
4170,Allen,1960,659,—
4171,Allen,1970,1940,194.4%
4172,Allen,1980,8314,328.6%
4173,Allen,1990,18309,120.2%
4174,Allen,2000,43554,137.9%
4175,Allen,2010,84246,93.4%
4176,El Cajon,1920,469,—
4177,El Cajon,1930,1050,123.9%
4178,El Cajon,1940,1471,40.1%
4179,El Cajon,1950,5600,280.7%
4180,El Cajon,1960,37618,571.8%
4181,El Cajon,1970,52273,39.0%
4182,El Cajon,1980,73892,41.4%
4183,El Cajon,1990,88693,20.0%
4184,El Cajon,2000,94869,7.0%
4185,El Cajon,2010,99478,4.9%
4186,Las Cruces,1910,3836,—
4187,Las Cruces,1920,3989,4.0%
4188,Las Cruces,1930,5811,45.7%
4189,Las Cruces,1940,8385,44.3%
4190,Las Cruces,1950,12325,47.0%
4191,Las Cruces,1960,29387,138.4%
4192,Las Cruces,1970,37857,28.8%
4193,Las Cruces,1980,43377,14.6%
4194,Las Cruces,1990,57866,33.4%
4195,Las Cruces,2000,74267,28.3%
4196,Las Cruces,2010,97618,31.4%
4197,Renton,1880,200,—
4198,Renton,1890,406,103.0%
4199,Renton,1900,412,1.5%
4200,Renton,1910,2740,565.0%
4201,Renton,1920,3301,20.5%
4202,Renton,1930,4062,23.1%
4203,Renton,1940,4488,10.5%
4204,Renton,1950,16039,257.4%
4205,Renton,1960,18453,15.1%
4206,Renton,1970,25878,40.2%
4207,Renton,1980,31031,19.9%
4208,Renton,1990,41688,34.3%
4209,Renton,2000,50052,20.1%
4210,Renton,2010,90927,81.7%
4211,Davenport,1850,1848,—
4212,Davenport,1860,11267,509.7%
4213,Davenport,1870,20038,77.8%
4214,Davenport,1880,21831,8.9%
4215,Davenport,1890,26872,23.1%
4216,Davenport,1900,35254,31.2%
4217,Davenport,1910,43028,22.1%
4218,Davenport,1920,56727,31.8%
4219,Davenport,1930,60751,7.1%
4220,Davenport,1940,66039,8.7%
4221,Davenport,1950,74549,12.9%
4222,Davenport,1960,88981,19.4%
4223,Davenport,1970,98469,10.7%
4224,Davenport,1980,103264,4.9%
4225,Davenport,1990,95333,−7.7%
4226,Davenport,2000,98359,3.2%
4227,Davenport,2010,99685,1.3%
4228,South Bend,1850,1652,—
4229,South Bend,1860,3832,132.0%
4230,South Bend,1870,7206,88.0%
4231,South Bend,1880,13280,84.3%
4232,South Bend,1890,21819,64.3%
4233,South Bend,1900,35999,65.0%
4234,South Bend,1910,53684,49.1%
4235,South Bend,1920,70983,32.2%
4236,South Bend,1930,104193,46.8%
4237,South Bend,1940,101268,−2.8%
4238,South Bend,1950,115911,14.5%
4239,South Bend,1960,132445,14.3%
4240,South Bend,1970,125850,−5.0%
4241,South Bend,1980,109727,−12.8%
4242,South Bend,1990,105511,−3.8%
4243,South Bend,2000,107789,2.2%
4244,South Bend,2010,101166,−6.1%
4245,Vista,1950,1705,—
4246,Vista,1960,14795,767.7%
4247,Vista,1970,24688,66.9%
4248,Vista,1980,35834,45.1%
4249,Vista,1990,71872,100.6%
4250,Vista,2000,89857,25.0%
4251,Vista,2010,93834,4.4%
4252,Tuscaloosa,1840,1949,—
4253,Tuscaloosa,1850,3500,79.6%
4254,Tuscaloosa,1860,3989,14.0%
4255,Tuscaloosa,1870,1689,−57.7%
4256,Tuscaloosa,1880,2418,43.2%
4257,Tuscaloosa,1890,4215,74.3%
4258,Tuscaloosa,1900,5094,20.9%
4259,Tuscaloosa,1910,8407,65.0%
4260,Tuscaloosa,1920,11996,42.7%
4261,Tuscaloosa,1930,20659,72.2%
4262,Tuscaloosa,1940,27493,33.1%
4263,Tuscaloosa,1950,46396,68.8%
4264,Tuscaloosa,1960,63370,36.6%
4265,Tuscaloosa,1970,65773,3.8%
4266,Tuscaloosa,1980,75211,14.3%
4267,Tuscaloosa,1990,77759,3.4%
4268,Tuscaloosa,2000,77906,0.2%
4269,Tuscaloosa,2010,90468,16.1%
4270,Edison,1870,3460,—
4271,Edison,1880,3789,9.5%
4272,Edison,1890,3018,−20.3%
4273,Edison,1900,2801,−7.2%
4274,Edison,1910,2707,−3.4%
4275,Edison,1920,5419,100.2%
4276,Edison,1930,10025,85.0%
4277,Edison,1940,11470,14.4%
4278,Edison,1950,16348,42.5%
4279,Edison,1960,44799,174.0%
4280,Edison,1970,67120,49.8%
4281,Edison,1980,70193,4.6%
4282,Edison,1990,88680,26.3%
4283,Edison,2000,97687,10.2%
4284,Edison,2010,99967,2.3%
4285,Woodbridge,1790,3520,—
4286,Woodbridge,1810,4247,—
4287,Woodbridge,1820,4226,−0.5%
4288,Woodbridge,1830,3969,−6.1%
4289,Woodbridge,1840,4821,21.5%
4290,Woodbridge,1850,5141,6.6%
4291,Woodbridge,1860,3987,−22.4%
4292,Woodbridge,1870,3717,−6.8%
4293,Woodbridge,1880,4099,10.3%
4294,Woodbridge,1890,4665,13.8%
4295,Woodbridge,1900,7631,63.6%
4296,Woodbridge,1910,8948,17.3%
4297,Woodbridge,1920,13423,50.0%
4298,Woodbridge,1930,25266,88.2%
4299,Woodbridge,1940,27191,7.6%
4300,Woodbridge,1950,35758,31.5%
4301,Woodbridge,1960,78846,120.5%
4302,Woodbridge,1970,98944,25.5%
4303,Woodbridge,1980,90074,−9.0%
4304,Woodbridge,1990,93086,3.3%
4305,Woodbridge,2000,97203,4.4%
4306,Woodbridge,2010,99585,2.5%
4307,San Angelo,1890,2615,—
4308,San Angelo,1910,10321,—
4309,San Angelo,1920,10050,−2.6%
4310,San Angelo,1930,25308,151.8%
4311,San Angelo,1940,25802,2.0%
4312,San Angelo,1950,52093,101.9%
4313,San Angelo,1960,58815,12.9%
4314,San Angelo,1970,63884,8.6%
4315,San Angelo,1980,73240,14.6%
4316,San Angelo,1990,84462,15.3%
4317,San Angelo,2000,88439,4.7%
4318,San Angelo,2010,93200,5.4%
4319,Kenosha,1850,3455,—
4320,Kenosha,1860,3990,15.5%
4321,Kenosha,1870,4309,8.0%
4322,Kenosha,1880,4039,−6.3%
4323,Kenosha,1890,6532,61.7%
4324,Kenosha,1900,11606,77.7%
4325,Kenosha,1910,21371,84.1%
4326,Kenosha,1920,40472,89.4%
4327,Kenosha,1930,50262,24.2%
4328,Kenosha,1940,48765,−3.0%
